"","plot","NDVI1","NDVI2","NDVI3","NDVI4","NDVI5","NDVI6"
"354",7354,0.236991546369111,0.316021042025263,0.291244150466992,0.343991141290699,0.402581329453704,0.39659192233172
"355",7355,0.255675256175754,0.341691764412894,0.338405400426838,0.39221326590531,0.431965342964585,0.363650133984772
"356",7356,0.246925139274524,0.315520517165964,0.283104496259776,0.344452624813835,0.414120741198116,0.391509989980583
"357",7357,0.207607929928413,0.263230924104352,0.239367180912222,0.280582597593066,0.34726802240812,0.39658137554508
"358",7358,0.24809510432469,0.32905302687035,0.310446921982313,0.34419220206018,0.356534907216962,0.345031984236743
"359",7359,0.228103307898374,0.291283740732027,0.276758607191313,0.313329144249077,0.401086032694883,0.368659800336738
"360",7360,0.202478329602989,0.254964970021573,0.256299786873478,0.310748805035199,0.391557377129892,0.386799320135802
"361",7361,0.219540307268536,0.28211284388573,0.265917863170289,0.321266288506786,0.390136410616401,0.351748125297097
"362",7362,0.276751977914694,0.369345713333875,0.36886370317445,0.432687248670263,0.415825630523394,0.317325451983879
"363",7363,0.263045514437757,0.354159633314236,0.343595049303426,0.414242976210547,0.408443879903639,0.326693312973518
"364",7364,0.194990780863428,0.253174759384231,0.254082353745396,0.331174850046735,0.45394104729623,0.359781740955831
"365",7365,0.242044802120447,0.351271092668628,0.349115350910969,0.418912219813397,0.428278421375825,0.331380831923802
"366",7366,0.240203781026133,0.302616628391775,0.286470859558764,0.370141201393142,0.418955432884698,0.34469961709665
"367",7367,0.286862048041893,0.396509349097421,0.382517351324742,0.445649782354727,0.507134371396591,0.36069012377727
"368",7368,0.217206131730841,0.290936970769973,0.297284689315701,0.350463342750882,0.402359170274904,0.34343607116957
"369",7369,0.198419967350702,0.279473308508722,0.30999698578282,0.386495213109404,0.453747448839642,0.405150048670105
"370",7370,0.252627296173372,0.366576820923103,0.354593075497061,0.405088759973233,0.447746406949198,0.32525459895786
"371",7371,0.251337569043511,0.370179210114658,0.363105361533747,0.465474533498477,0.441880701852166,0.306964015155784
"372",7372,0.22617571113693,0.310536022053805,0.310623241504461,0.41363813472426,0.465051128777997,0.32182915040035
"373",7373,0.357109382877929,0.553197930110181,0.547372013880463,0.622908237691886,0.530051898819733,0.295161537207442
"374",7374,0.313365650011942,0.471220654841966,0.488904989434861,0.552871784533068,0.562434142464659,0.316453088659538
"375",7375,0.261536930370742,0.420056587270725,0.436617065090991,0.507498401342054,0.471714884450035,0.320804772556747
"376",7376,0.302880062584689,0.425851552146897,0.416629901344273,0.477653547432276,0.46380153624268,0.31260099776755
"377",7377,0.394148054702109,0.545566963493613,0.512261158390946,0.595676908623316,0.509459147490337,0.339791140048424
